pmcid,pmid,doi,title,journal,publication_year,license,count,females_count,males_count,n_groups,healthy_count,patient_count,unknown_count
3847124,23879896.0,10.1186/1471-2202-14-74,"Ultra-fast speech comprehension in blind subjects engages primary visual cortex, fusiform gyrus, and pulvinar – a functional magnetic resonance imaging (fMRI) study",BMC Neurosci,2013,http://creativecommons.org/licenses/by/2.0,12.0,3.0,9.0,1,,,12.0
7814772,33128416.0,10.1002/hbm.25264,Interrelations between dopamine and serotonin producing sites and regions of the default mode network,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/,32.0,18.0,14.0,1,32.0,,
4899470,27375419.0,10.3389/fnins.2016.00258,Resting State Functional Connectivity MRI among Spectral MEG Current Sources in Children on the Autism Spectrum,Front Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,9.0,,,1,,,9.0
6302056,29368208.0,10.1007/s11682-017-9821-9,Comparison of brain activity between motor imagery and mental rotation of the hand tasks: a functional magnetic resonance imaging study,Brain Imaging Behav,2018,http://creativecommons.org/licenses/by/4.0/,26.0,13.0,13.0,1,26.0,,
8786954,35075136.0,10.1038/s41398-022-01800-9,Neural correlates of reward processing distinguish healthy youth at familial risk for bipolar disorder from youth at familial risk for major depressive disorder,Transl Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/,151.0,,,1,,,151.0
5859072,29593512.0,10.3389/fnbeh.2018.00044,Presbycusis Disrupts Spontaneous Activity Revealed by Resting-State Functional MRI,Front Behav Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,45.0,,,2,23.0,22.0,
1698492,17144928.0,10.1186/1471-2202-7-79,Practice makes perfect: the neural substrates of tactile discrimination by Mah-Jong experts include the primary visual cortex,BMC Neurosci,2006,http://creativecommons.org/licenses/by/2.0,12.0,,,1,12.0,,
3930118,24567911.0,10.1016/j.nicl.2014.01.010,Disrupted working memory circuitry and psychotic symptoms in 22q11.2 deletion syndrome☆,Neuroimage Clin,2014,https://creativecommons.org/licenses/by-nc-sa/3.0/,41.0,,,1,,,41.0
5116051,27349694.0,10.1038/ijo.2016.105,Higher resting-state activity in reward-related brain circuits in obese versus normal-weight females independent of food intake,Int J Obes (Lond),2016,http://creativecommons.org/licenses/by-nc-nd/4.0/,12.0,,,1,,,12.0
3705175,23847464.0,10.3389/fnins.2013.00115,Left auditory cortex is involved in pairwise comparisons of the direction of frequency modulated tones,Front Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,16.0,,,1,,,16.0
8245688,34220486.0,10.3389/fnagi.2021.678359,Regional Spontaneous Neural Activity Alterations in Type 2 Diabetes Mellitus: A Meta-Analysis of Resting-State Functional MRI Studies,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,825.0,,,2,391.0,434.0,
6132644,29752589.0,10.1007/s00429-018-1679-0,Novelty modulates human striatal activation and prefrontal–striatal effective connectivity during working memory encoding,Brain Struct Funct,2018,http://creativecommons.org/licenses/by/4.0/,74.0,43.0,31.0,1,74.0,,
3777707,24179785.0,10.1016/j.nicl.2013.01.010,fMRI investigation of visual change detection in adults with autism☆,Neuroimage Clin,2013,http://creativecommons.org/licenses/by-nc-sa/3.0/,29.0,,,2,17.0,12.0,
7746800,33343285.0,10.3389/fnins.2020.589878,The Effects of Intranasal Oxytocin on Neural and Behavioral Responses to Social Touch in the Form of Massage,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,46.0,,,1,,,46.0
4080327,24984192.0,10.1038/tp.2014.47,Healthy individuals treated with clomipramine: an fMRI study of brain activity during autobiographical recall of emotions,Transl Psychiatry,2014,http://creativecommons.org/licenses/by-nc-nd/3.0/,16.0,,,1,16.0,,
4393246,25859660.0,10.1371/journal.pone.0123273,Emotion-Motion Interactions in Conversion Disorder: An fMRI Study,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,26.0,,,2,14.0,12.0,
3115646,21686319.0,10.2174/1874440001004010100,"Simultaneous TMS-fMRI of the Visual Cortex Reveals Functional Network, Even in Absence of Phosphene Sensation",Open Neuroimag J,2010,http://creativecommons.org/licenses/by-nc/3.0/,12.0,1.0,11.0,1,12.0,,
3869791,24376705.0,10.1371/journal.pone.0083454,Dissociable Influences of Skewness and Valence on Economic Choice and Neural Activity,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,27.0,,,1,,,27.0
5805503,29450255.0,10.1016/j.abrep.2018.01.002,Anterior insula activation during inhibition to smoking cues is associated with ability to maintain tobacco abstinence,Addict Behav Rep,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/,19.0,,,1,19.0,,
5668033,29108300.0,10.18632/oncotarget.16977,Different patterns of age-related central olfactory decline in men and women as quantified by olfactory fMRI,Oncotarget,2017,http://creativecommons.org/licenses/by/3.0/,37.0,18.0,19.0,1,37.0,,
5700408,29117928.0,10.2196/jmir.8890,Brain Activation in Response to Personalized Behavioral and Physiological Feedback From Self-Monitoring Technology: Pilot Study,J Med Internet Res,2017,https://creativecommons.org/licenses/by/4.0/,33.0,,,1,,,33.0
3950074,24618674.0,10.1371/journal.pone.0091470,Successful Contextual Integration of Loose Mental Associations As Evidenced by Emotional Conflict-Processing,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,19.0,,,1,,,19.0
5509143,28704424.0,10.1371/journal.pone.0179959,Examining distinct working memory processes in children and adolescents using fMRI: Results and validation of a modified Brown-Peterson paradigm,PLoS One,2017,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,,,16.0
3116735,21109578.0,10.1093/cercor/bhq203,Lateralization is Predicted by Reduced Coupling from the Left to Right Prefrontal Cortex during Semantic Decisions on Written Words,Cereb Cortex,2010,http://creativecommons.org/licenses/by-nc/2.5,60.0,,,1,,,60.0
4144342,25206327.0,10.3389/fnhum.2014.00656,Effects of reward contingencies on brain activation during feedback processing,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,16.0,9.0,7.0,1,16.0,,
4107379,25328839.0,10.1002/brb3.245,Insight into the neurophysiological processes of melodically intoned language with functional MRI,Brain Behav,2014,http://creativecommons.org/licenses/by/3.0/,19.0,,,1,19.0,,
5548820,28474292.0,10.3758/s13415-017-0507-y,Brain activation upon ideal-body media exposure and peer feedback in late adolescent girls,Cogn Affect Behav Neurosci,2017,OpenAccess,24.0,,,1,24.0,,
4923151,27445918.0,10.3389/fpsyg.2016.00953,Exploring the Neural Representation of Novel Words Learned through Enactment in a Word Recognition Task,Front Psychol,2016,http://creativecommons.org/licenses/by/4.0/,4.0,,,1,,,4.0
5354342,28096471.0,10.1523/JNEUROSCI.2193-16.2016,Resolving the Brainstem Contributions to Attentional Analgesia,J Neurosci,2017,https://creativecommons.org/licenses/by/4.0/,20.0,,,1,20.0,,
2908128,20657777.0,10.1371/journal.pone.0011577,Brain Response to a Humanoid Robot in Areas Implicated in the Perception of Human Emotional Gestures,PLoS One,2010,http://creativecommons.org/licenses/by/4.0/,13.0,9.0,4.0,1,,,13.0
7396649,32848698.0,10.3389/fnagi.2020.00194,Maintenance vs. Manipulation in Auditory Verbal Working Memory in the Elderly: New Insights Based on Temporal Dynamics of Information Processing in the Millisecond Time Range,Front Aging Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,41.0,37.0,4.0,1,41.0,,
5613132,28983238.0,10.3389/fnins.2017.00525,Unique Neural Characteristics of Atypical Lateralization of Language in Healthy Individuals,Front Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,63.0,,,1,63.0,,
5740787,29268696.0,10.1186/s12868-017-0395-7,Stereoscopic processing of crossed and uncrossed disparities in the human visual cortex,BMC Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,27.0,,,1,27.0,,
4893013,27298763.0,10.1016/j.nicl.2016.02.010,Increased frontal functional networks in adult survivors of childhood brain tumors,Neuroimage Clin,2016,http://creativecommons.org/licenses/by-nc-nd/4.0/,16.0,,,1,16.0,,
3014651,21212836.0,10.3389/fnhum.2010.00231,"Conditional Differences in Mean Reaction Time Explain Effects of Response Congruency, but not Accuracy, on Posterior Medial Frontal Cortex Activity",Front Hum Neurosci,2010,http://www.frontiersin.org/licenseagreement,21.0,6.0,15.0,1,21.0,,
3126799,21750692.0,10.1371/journal.pone.0020801,Reproducibility and Discriminability of Brain Patterns of Semantic Categories Enhanced by Congruent Audiovisual Stimuli,PLoS One,2011,http://creativecommons.org/licenses/by/4.0/,9.0,,,1,,,9.0
6462777,31146320.0,10.1016/j.nicl.2019.101790,Association between migraine frequency and neural response to emotional faces: An fMRI study,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,90.0,,,2,49.0,41.0,
7666620,33204246.0,10.1155/2020/1049721,The Function of the Hippocampus in Bridging Functional and Temporal Discontiguity,Neural Plast,2020,https://creativecommons.org/licenses/by/4.0/,12.0,6.0,6.0,1,12.0,,
6243115,30483113.0,10.3389/fnagi.2018.00342,Cognitive and Brain Activity Changes After Mnemonic Strategy Training in Amnestic Mild Cognitive Impairment: Evidence From a Randomized Controlled Trial,Front Aging Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,30.0,,,1,,30.0,
4517759,26218431.0,10.1371/journal.pone.0134131,The Neural Basis of Typewriting: A Functional MRI Study,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,16.0,,
2198945,18231575.0,10.1371/journal.pone.0001470,fMRI Evidence for a Cortical Hierarchy of Pitch Pattern Processing,PLoS One,2008,http://creativecommons.org/licenses/by/4.0/,24.0,14.0,10.0,1,,,24.0
7545617,32860354.0,10.1002/acn3.51168,Altered coupling between resting‐state glucose metabolism and functional activity in epilepsy,Ann Clin Transl Neurol,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/,26.0,,,1,,26.0,
5294576,28169310.0,10.1038/srep41581,Tai Chi Chuan and Baduanjin practice modulates functional connectivity of the cognitive control network in older adults,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
5433384,28559803.0,10.3389/fnhum.2017.00221,Aberrant Insula-Centered Functional Connectivity in Psychogenic Erectile Dysfunction Patients: A Resting-State fMRI Study,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,54.0,,,2,27.0,27.0,
3796073,23104865.0,10.1093/schbul/sbs122,Insight in Schizophrenia: Involvement of Self-Reflection Networks?,Schizophr Bull,2012,http://creativecommons.org/licenses/bync/3.0/uk/,68.0,,,2,21.0,47.0,
4596753,25936584.0,10.1016/j.dcn.2015.03.003,The impact of initiation: Early onset marijuana smokers demonstrate altered Stroop performance and brain activation☆,Dev Cogn Neurosci,2015,http://creativecommons.org/licenses/by-nc-nd/4.0/,34.0,,,1,34.0,,
3840299,24324419.0,10.3389/fnhum.2013.00686,Dorsomedial prefrontal cortex activity predicts the accuracy in estimating others' preferences,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,22.0,,,1,22.0,,
2577939,19018317.0,10.2174/1874440000802010065,The Effects of Alcohol Intoxication on Neuronal Activation at Different Levels of Cognitive Load,Open Neuroimag J,2008,http://creativecommons.org/licenses/by/3.0/,25.0,,,1,25.0,,
4522675,26235228.0,10.1038/srep12686,Eyes on words: A fixation-related fMRI study of the left occipito-temporal cortex during self-paced silent reading of words and pseudowords,Sci Rep,2015,http://creativecommons.org/licenses/by/4.0/,36.0,18.0,18.0,1,36.0,,
5520823,28733941.0,10.1186/s10194-017-0783-5,Assessment of gray and white matter structural alterations in migraineurs without aura,J Headache Pain,2017,http://creativecommons.org/licenses/by/4.0/,32.0,24.0,8.0,1,32.0,,
5838223,29507281.0,10.1038/s41398-018-0108-8,Differential effect of quetiapine and lithium on functional connectivity of the striatum in first episode mania,Transl Psychiatry,2018,http://creativecommons.org/licenses/by/4.0/,91.0,,,2,30.0,61.0,
2797630,20084104.0,10.1371/journal.pone.0008622,A Neurosemantic Theory of Concrete Noun Representation Based on the Underlying Brain Codes,PLoS One,2010,http://creativecommons.org/licenses/by/4.0/,14.0,,,1,,,14.0
5624934,28970534.0,10.1038/s41598-017-13065-0,Exploration of changes in the brain response to sleep-related pictures after cognitive–behavioral therapy for psychophysiological insomnia,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,14.0,,,1,,14.0,
2936906,20838472.0,10.3389/fnhum.2010.00059,What Physiological Changes and Cerebral Traces Tell Us about Adhesion to Fiction During Theater-Watching?,Front Hum Neurosci,2010,http://www.frontiersin.org/licenseagreement,19.0,10.0,9.0,1,,,19.0
3727078,23908613.0,10.3389/fnhum.2013.00373,Combined Space and Alertness Related Therapy of Visual Hemineglect: Effect of Therapy Frequency,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,6.0,,,1,,6.0,
4552813,26448909.0,10.1016/j.nicl.2015.07.004,Impaired target detection in schizophrenia and the ventral attentional network: Findings from a joint event-related potential–functional MRI analysis,Neuroimage Clin,2015,http://creativecommons.org/licenses/by-nc-nd/4.0/,43.0,,,2,22.0,21.0,
4905637,27294673.0,10.1371/journal.pone.0157131,Velocity Selective Networks in Human Cortex Reveal Two Functionally Distinct Auditory Motion Systems,PLoS One,2016,http://creativecommons.org/licenses/by/4.0/,15.0,7.0,8.0,1,,,15.0
2784680,19949484.0,10.3389/neuro.09.039.2009,Body-Specific Motor Imagery of Hand Actions: Neural Evidence from Right- and Left-Handers,Front Hum Neurosci,2009,http://www.frontiersin.org/licenseagreement,32.0,,,1,32.0,,
4858518,27199694.0,10.3389/fnbeh.2016.00087,Mapping of the Underlying Neural Mechanisms of Maintenance and Manipulation in Visuo-Spatial Working Memory Using An n-back Mental Rotation Task: A Functional Magnetic Resonance Imaging Study,Front Behav Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,16.0,9.0,7.0,1,,,16.0
5842548,29527474.0,10.1016/j.nicl.2017.09.025,Linked functional network abnormalities during intrinsic and extrinsic activity in schizophrenia as revealed by a data-fusion approach,Neuroimage Clin,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,50.0,,,2,25.0,25.0,
3499497,23166800.0,10.1371/journal.pone.0049948,An fMRI Study of the Neural Systems Involved in Visually Cued Auditory Top-Down Spatial and Temporal Attention,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,16.0,,
5003890,27625630.0,10.3389/fpsyg.2016.01333,Differential Involvement of the Anterior Temporal Lobes in Famous People Semantics,Front Psychol,2016,http://creativecommons.org/licenses/by/4.0/,15.0,7.0,8.0,1,15.0,,
4102486,25032963.0,10.1371/journal.pone.0101729,Decoding Vigilance with NIRS,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,9.0,4.0,5.0,1,9.0,,
4539697,26347646.0,10.3389/fnagi.2015.00155,Elevated body mass index and maintenance of cognitive function in late life: exploring underlying neural mechanisms,Front Aging Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,66.0,,,1,,,66.0
3796455,24155952.0,10.1371/journal.pone.0077408,Brain Deactivation in the Outperformance in Bimodal Tasks: An fMRI Study,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,24.0,13.0,11.0,1,24.0,,
3613753,23565090.0,10.3389/fnhum.2013.00118,The Influence of the Amplitude of Low-Frequency Fluctuations on Resting-State Functional Connectivity,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,79.0,,,1,79.0,,
6306453,30618869.0,10.3389/fpsyt.2018.00689,Increased BOLD Signals in dlPFC Is Associated With Stronger Self-Control in Food-Related Decision-Making,Front Psychiatry,2018,http://creativecommons.org/licenses/by/4.0/,41.0,,,1,,,41.0
4771946,26973490.0,10.3389/fnhum.2016.00066,The Neural Basis of Individual Face and Object Perception,Front Hum Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,16.0,8.0,8.0,1,16.0,,
3216937,22102883.0,10.1371/journal.pone.0027255,BMI Not WHR Modulates BOLD fMRI Responses in a Sub-Cortical Reward Network When Participants Judge the Attractiveness of Human Female Bodies,PLoS One,2011,http://creativecommons.org/licenses/by/4.0/,12.0,,,1,,,12.0
5214227,28164141.0,10.1080/23273798.2016.1241886,Phonological and syntactic competition effects in spoken word recognition: evidence from corpus-based statistics,Lang Cogn Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,16.0,11.0,5.0,1,16.0,,
3344896,22574175.0,10.1371/journal.pone.0036513,5-HTTLPR Polymorphism Impacts Task-Evoked and Resting-State Activities of the Amygdala in Han Chinese,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,38.0,,,1,38.0,,
